sample1,,sample2,,sample3,,sample4,,sample5,,sample6,,vzorek1,,vzorek2,,vzorek3,,specimen0,,specimen1,,specimen2,,
,,,,,,,,,,,,,,,,,,,,,,666.3938599,0.7394120693,
,,,,,,,,,,,,,,,,,,,,,,666.1751099,0.7371065617,
,,,,,,,,,,,,,,,,,,,,,,665.9929199,0.7385356426,
,,,,,,,,,,,,,,,,,,,,,,665.7741089,0.7398440242,
,,,,,,,,,,,,,,,,,,,,,,665.5918579,0.7397555709,
,,,,,,,,,,,,,,,,,,,,,,665.3730469,0.738206625,
,,,,,,,,,,,,,,,,,,,,,,665.1907959,0.7385924459,
,,,,,,,,,,,,,,,,,,,,,,664.9720459,0.7388675213,
,,,,,,,,,,,,,,,,,,,,,,664.7897339,0.7376681566,
,,,,,,,,,,,,,,,,,,,,,,664.5708618,0.7406978011,
,,,,,,,,,,,,,,,,,,,,,,664.3885498,0.739108026,
,,,,,,,,,,,,,,,,,,,,,,664.1696777,0.7399547696,
,,,,,,,,,,,,,,,,,,,,,,663.9873657,0.7402278185,
,,,,,,,,,,,,,,,,,,,,,,663.7684326,0.7414622903,
,,,,,,,,,,,,,,,,,,,,,,663.5860596,0.740254581,
,,,,,,,,,,,,,,,,,,,,,,663.3671875,0.7405735254,
,,,,,,,,,,,,,,,,,,,,,,663.1847534,0.7410570383,
,,,,,,,,,,,,,,,,,,,,,,662.9658203,0.7416612506,
,,,,,,,,,,,,,,,,,,,,,,662.7833862,0.7424002886,
,,,,,,,,,,,,,,,,,,,,,,662.5645142,0.7409923673,
,,,,,,,,,,,,,,,,,,,,,,662.382019,0.7413442135,
,,,,,,,,,,,,,,,,,,,,,,662.163147,0.7419416904,
,,,,,,,,,,,,,,,,,,,,,,661.9805908,0.7404758334,
,,,,,,,,,,,,,,,,,,,,,,661.7615967,0.7402184606,
,,,,,,,,,,,,,,,,,,,,,,661.5791016,0.7421293259,
,,,,,,,,,,,,,,,,,,,,,,661.3966064,0.7408973575,
,,,,,,,,,,,,,,,,,,,,,,661.1774902,0.7410635948,
,,,,,,,,,,,,,,,,,,,,,,660.9949951,0.7407850027,
,,,,,,,,,,,,,,,,,,,,,,660.7759399,0.7404559255,
,,,,,,,,,,,,,,,,,,,,,,660.5933838,0.7402526736,
,,,,,,,,,,,,,,,,,,,,,,660.3743286,0.7386822104,
,,,,,,,,,,,,,,,,,,,,,,660.1917114,0.7380956411,
,,,,,,,,,,,,,,,,,,,,,,659.9725952,0.7389782071,
,,,,,,,,,,,,,,,,,,,,,,659.789978,0.7379351258,
,,,,,,,,,,,,,,,,,,,,,,659.5708618,0.7391781807,
,,,,,,,,,,,,,,,,,,,,,,659.3882446,0.740270257,
,,,,,,,,,,,,,,,,,,,,,,659.1691284,0.7378011942,
,,,,,,,,,,,,,,,,,,,,,,658.9864502,0.7405873537,
,,,,,,,,,,,,,,,,,,,,,,658.767334,0.7415968776,
,,,,,,,,,,,,,,,,,,,,,,658.5845947,0.7395843863,
,,,,,,,,,,,,,,,,,,,,,,658.3653564,0.7412352562,
,,,,,,,,,,,,,,,,,,,,,,658.1826782,0.7400500774,
,,,,,,,,,,,,,,,,,,,,,,657.9633789,0.7400100827,
,,,,,,,,,,,,,,,,,,,,,,657.7807617,0.7388534546,
,,,,,,,,,,,,,,,,,,,,,,657.5614624,0.7424536943,
,,,,,,,,,,,,,,,,,,,,,,657.3787231,0.7384127975,
,,,,,,,,,,,,,,,,,,,,,,657.1959839,0.739934504,
,,,,,,,,,,,,,,,,,,,,,,656.9767456,0.741479516,
,,,,,,,,,,,,,,,,,,,,,,656.7939453,0.7409382463,
,,,,,,,,,,,,,,,,,,,,,,656.574646,0.7405947447,
,,,,,,,,,,,,,,,,,,,,,,656.3918457,0.7413029075,
,,,,,,,,,,,,,,,,,,,,,,656.1724854,0.7398351431,
,,,,,,,,,,,,,,,,,,,,,,655.9896851,0.739831686,
,,,,,,,,,,,,,,,,,,,,,,655.7703247,0.7407563925,
,,,,,,,,,,,,,,,,,,,,,,655.5874634,0.7398974299,
,,,,,,,,,,,,,,,,,,,,,,655.367981,0.7403208017,
,,,,,,,,,,,,,,,,,,,,,,655.1851807,0.7417780161,
,,,,,,,,,,,,,,,,,,,,,,654.9657593,0.7406595349,
,,,,,,,,,,,,,,,,,,,,,,654.7828979,0.7412783504,
,,,,,,,,,,,,,,,,,,,,,,654.5634155,0.740162611,
,,,,,,,,,,,,,,,,,,,,,,654.3805542,0.7414212823,
,,,,,,,,,,,,,,,,,,,,,,654.1610107,0.7398658395,
,,,,,,,,,,,,,,,,,,,,,,653.9781494,0.7410323024,
,,,,,,,,,,,,,,,,,,,,,,653.7952271,0.7405740619,
,,,,,,,,,,,,,,,,,,,,,,653.5756836,0.7425922155,
,,,,,,,,,,,,,,,,,,,,,,653.3927002,0.7415658832,
,,,,,,,,,,,,,,,,,,,,,,653.1732178,0.7408812046,
,,,,,,,,,,,,,,,,,,,,,,652.9902344,0.7419086099,
,,,,,,,,,,,,,,,,,,,,,,652.7706299,0.7420349121,
,,,,,,,,,,,,,,,,,,,,,,652.5876465,0.7414547205,
,,,,,,,,,,,,,,,,,,,,,,652.368042,0.7421456575,
,,,,,,,,,,,,,,,,,,,,,,652.1849976,0.7424827814,
,,,,,,,,,,,,,,,,,,,,,,651.9653931,0.7403730154,
,,,,,,,,,,,,,,,,,,,,,,651.7824097,0.7430939674,
,,,,,,,,,,,,,,,,,,,,,,651.5626831,0.7426877022,
,,,,,,,,,,,,,,,,,,,,,,651.3796997,0.7422350049,
,,,,,,,,,,,,,,,,,,,,,,651.1966553,0.7404836416,
,,,,,,,,,,,,,,,,,,,,,,650.9769287,0.7414830327,
,,,,,,,,,,,,,,,,,,,,,,650.7938232,0.7415730953,
,,,,,,,,,,,,,,,,,,,,,,650.5740967,0.7409530878,
,,,,,,,,,,,,,,,,,,,,,,650.3909912,0.7418814301,
,,,,,,,,,,,,,,,,,,,,,,650.1712646,0.7416503429,
,,,,,,,,,,,,,,,,,,,,,,649.9881592,0.7425422668,
,,,,,,,,,,,,,,,,,,,,,,649.7683716,0.7419784665,
,,,,,,,,,,,,,,,,,,,,,,649.5852051,0.742644012,
,,,,,,,,,,,,,,,,,,,,,,649.3654175,0.7431190014,
,,,,,,,,,,,,,,,,,,,,,,649.182251,0.7399291396,
,,,,,,,,,,,,,,,,,,,,,,648.9623413,0.7422596812,
,,,,,,,,,,,,,,,,,,,,,,648.7792358,0.7392871976,
,,,,,,,,,,,,,,,,,,,,,,648.5960693,0.7422425151,
,,,,,,,,,,,,,,,,,,,,,,648.3761597,0.7423036098,
,,,,,,,,,,,,,,,,,,,,,,648.1929932,0.7435034513,
,,,,,,,,,,,,,,,,,,,,,,647.9730225,0.7404688001,
,,,,,,,,,,,,,,,,,,,,,,647.789856,0.742690146,
,,,,,,,,,,,,,,,,,,,,,,647.5698853,0.7437035441,
,,,,,,,,,,,,,,,,,,,,,,647.3865967,0.7450026274,
,,,,,,,,,,,,,,,,,,,,,,647.166687,0.7416857481,
,,,,,,,,,,,,,,,,,,,,,,646.9833984,0.7401099205,
,,,,,,,,,,,,,,,,,,,,,,646.7634277,0.7441998124,
,,,,,,,,,,,,,,,,,,,,,,646.5801392,0.7425698042,
,,,,,,,,,,,,,,,,,,,,,,646.3601685,0.7411412001,
,,,,,,,,,,,,,,,,,,,,,,646.1768188,0.7417058945,
,,,,,,,,,,,,,,,,,,,,,,645.9934082,0.7401788235,
,,,,,,,,,,,,,,,,,,,,,,645.7734375,0.7396957278,
,,,,,,,,,,,,,,,,,,,,,,645.5900269,0.7415899038,
,,,,,,,,,,,,,,,,,,,,,,645.3699951,0.7408928871,
,,,,,,,,,,,,,,,,,,,,,,645.1866455,0.7406577468,
,,,,,,,,,,,,,,,,,,,,,,644.9666138,0.7415770888,
,,,,,,,,,,,,,,,,,,,,,,644.7831421,0.743650794,
,,,,,,,,,,,,,,,,,,,,,,644.5630493,0.7421660423,
,,,,,,,,,,,,,,,,,,,,,,644.3795776,0.7430859804,
,,,,,,,,,,,,,,,,,,,,,,644.196167,0.7429371476,
,,,,,,,,,,,,,,,,,,,,,,643.9760132,0.7419640422,
,,,,,,,,,,,,,,,,,,,,,,643.7925415,0.7415627837,
,,,,,,,,,,,,,,,,,,,,,,643.5724487,0.7416393757,
,,,,,,,,,,,,,,,,,,,,,,643.3889771,0.7424890995,
,,,,,,,,,,,,,,,,,,,,,,643.1687622,0.7424983382,
,,,,,,,,,,,,,,,,,,,,,,642.9852295,0.7433837652,
,,,,,,,,,,,,,,,,,,,,,,642.7650757,0.7441105247,
,,,,,,,,,,,,,,,,,,,,,,642.581543,0.7427949905,
,,,,,,,,,,,,,,,,,,,,,,642.3612671,0.7408741117,
,,,,,,,,,,,,,,,,,,,,,,642.1777344,0.7409905791,
,,,,,,,,,,,,,,,,,,,,,,641.9941406,0.7408634424,
,,,,,,,,,,,,,,,,,,,,,,641.7739258,0.7424252629,
,,,,,,,,,,,,,,,,,,,,,,641.590271,0.7421295047,
,,,,,,,,,,,,,,,,,,,,,,641.3699951,0.7435771227,
,,,,,,,,,,,,,,,,,,,,,,641.1864014,0.744235754,
,,,,,,,,,,,,,,,,,,,,,,640.9660645,0.7418084741,
,,,,,,,,,,,,,,,,,,,,,,640.7824707,0.7429821491,
,,,,,,,,,,,,,,,,,,,,,,640.5620728,0.7440196276,
,,,,,,,,,,,,,,,,,,,,,,640.378479,0.7431054115,
,,,,,,,,,,,,,,,,,,,,,,640.1948853,0.7429737449,
,,,,,,,,,,,,,,,,,,,,,,639.9744263,0.7439588308,
,,,,,,,,,,,,,,,,,,,,,,639.7908325,0.7447635531,
,,,,,,,,,,,,,,,,,,,,,,639.5703125,0.7434514761,
,,,,,,,,,,,,,,,,,,,,,,639.3865967,0.7431220412,
,,,,,,,,,,,,,,,,,,,,,,639.1662598,0.7434532642,
,,,,,,,,,,,,,,,,,,,,,,638.9824829,0.7441059947,
,,,,,,,,,,,,,,,,,,,,,,638.7620239,0.7441036701,
,,,,,,,,,,,,,,,,,,,,,,638.5783081,0.7425618172,
,,,,,,,,,,,,,,,,,,,,,,638.3945923,0.7415619493,
,,,,,,,,,,,,,,,,,,,,,,638.1740112,0.7413929701,
,,,,,,,,,,,,,,,,,,,,,,637.9902954,0.743027091,
,,,,,,,,,,,,,,,,,,,,,,637.7697144,0.7428015471,
,,,,,,,,,,,,,,,,,,,,,,637.5859985,0.7433662415,
,,,,,,,,,,,,,,,,,,,,,,637.3654175,0.7441850305,
,,,,,,,,,,,,,,,,,,,,,,637.1816406,0.7434642315,
,,,,,,,,,,,,,,,,,,,,,,636.9609985,0.743570745,
,,,,,,,,,,,,,,,,,,,,,,636.7772217,0.7451004386,
,,,,,,,,,,,,,,,,,,,,,,636.5933228,0.7436768413,
,,,,,,,,,,,,,,,,,,,,,,636.3727417,0.7418196797,
,,,,,,,,,,,,,,,,,,,,,,636.1888428,0.7429429889,
,,,,,,,,,,,,,,,,,,,,,,635.9682007,0.7415749431,
,,,,,,,,,,,,,,,,,,,,,,635.7843628,0.7396210432,
,,,,,,,,,,,,,,,,,,,,,,635.5636597,0.7406750321,
,,,,,,,,,,,,,,,,,,,,,,635.3797607,0.7398900986,
,,,,,,,,,,,,,,,,,,,,,,635.1959229,0.7398295403,
,,,,,,,,,,,,,,,,,,,,,,634.9751587,0.740488708,
,,,,,,,,,,,,,,,,,,,,,,634.7912598,0.7406088114,
,,,,,,,,,,,,,,,,,,,,,,634.5705566,0.7436106205,
,,,,,,,,,,,,,,,,,,,,,,634.3865356,0.7439750433,
,,,,,,,,,,,,,,,,,,,,,,634.1658325,0.7434877157,
,,,,,,,,,,,,,,,,,,,,,,633.9818115,0.7437247038,
,,,,,,,,,,,,,,,,,,,,,,633.7611084,0.7433850169,
,,,,,,,,,,,,,,,,,,,,,,633.5770264,0.7448818684,
,,,,,,,,,,,,,,,,,,,,,,633.3930664,0.7427492142,
,,,,,,,,,,,,,,,,,,,,,,633.1722412,0.7445069551,
,,,,,,,,,,,,,,,,,,,,,,632.9882202,0.7393026948,
,,,,,,,,,,,,,,,,,,,,,,632.767334,0.7408776879,
,,,,,,,,,,,,,,,,,,,,,,632.583374,0.743077457,
,,,,,,,,,,,,,,,,,,,,,,632.3624268,0.7436116338,
,,,,,,,,,,,,,,,,,,,,,,632.1784058,0.7428731322,
,,,,,,,,,,,,,,,,,,,,,,631.9943237,0.7440174222,
,,,,,,,,,,,,,,,,,,,,,,631.7733765,0.7437587976,
,,,,,,,,,,,,,,,,,,,,,,631.5893555,0.7422926426,
,,,,,,,,,,,,,,,,,,,,,,631.3684082,0.743811965,
,,,,,,,,,,,,,,,,,,,,,,631.1842651,0.7444685698,
,,,,,,,,,,,,,,,,,,,,,,630.9633179,0.7441228032,
,,,,,,,,,,,,,,,,,,,,,,630.7792358,0.7434618473,
,,,,,,,,,,,,,,,,,,,,,,630.5950317,0.7435463071,
,,,,,,,,,,,,,,,,,,,,,,630.3740234,0.7447147965,
,,,,,,,,,,,,,,,,,,,,,,630.1898193,0.7426393628,
,,,,,,,,,,,,,,,,,,,,,,629.9688721,0.7430477142,
,,,,,,,,,,,,,,,,,,,,,,629.7846069,0.7429158092,
,,,,,,,,,,,,,,,,,,,,,,629.5636597,0.7440321445,
,,,,,,,,,,,,,,,,,,,,,,629.3793945,0.7457741499,
,,,,,,,,,,,,,,,,,,,,,,629.1951904,0.7426935434,
,,,,,,,,,,,,,,,,,,,,,,628.9740601,0.742046535,
,,,,,,,,,,,,,,,,,,,,,,628.789856,0.7416836023,
,,,,,,,,,,,,,,,,,,,,,,628.5687866,0.7420642972,
,,,,,,,,,,,,,,,,,,,,,,628.3845215,0.7443979979,
,,,,,,,,,,,,,,,,,,,,,,628.1633911,0.7407776117,
,,,,,,,,,,,,,,,,,,,,,,627.9790649,0.7430327535,
,,,,,,,,,,,,,,,,,,,,,,627.7947998,0.7420757413,
,,,,,,,,,,,,,,,,,,,,,,627.5736084,0.7384625077,
,,,,,,,,,,,,,,,,,,,,,,627.3893433,0.7402138114,
,,,,,,,,,,,,,,,,,,,,,,627.1680908,0.7415055037,
,,,,,,,,,,,,,,,,,,,,,,626.9837646,0.7440821528,
,,,,,,,,,,,,,,,,,,,,,,626.7625732,0.7424705029,
,,,,,,,,,,,,,,,,,,,,,,626.5782471,0.7428420186,
,,,,,,,,,,,,,,,,,,,,,,626.3938599,0.7419578433,
,,,,,,,,,,,,,,,,,,,,,,626.1726074,0.7395994067,
,,,,,,,,,,,,,,,,,,,,,,625.9882813,0.7432371974,
,,,,,,,,,,,,,,,,,,,,,,625.7669678,0.7444838881,
,,,,,,,,,,,,,,,,,,,,,,625.5825195,0.7426749468,
,,,,,,,,,,,,,,,,,,,,,,625.3612671,0.7424146533,
,,,,,,,,,,,,,,,,,,,,,,625.1768188,0.7432177663,
,,,,,,,,,,,,,,,,,,,,,,624.9923706,0.7443735003,
,,,,,,,,,,,,,,,,,,,,,,624.7710571,0.7443956733,
,,,,,,,,,,,,,,,,,,,,,,624.5866089,0.742957592,
,,,,,,,,,,,,,,,,,,,,,,624.3652344,0.7452715039,
,,,,,,,,,,,,,,,,,,,,,,624.1807251,0.7432915568,
,,,,,,,,,,,,,,,,,,,,,,623.9594116,0.7431647778,
,,,,,,,,,,,,,,,,,,,,,,623.7749023,0.7424298525,
,,,,,,,,,,,,,,,,,,,,,,623.590332,0.7452075481,
,,,,,,,,,,,,,,,,,,,,,,623.3689575,0.7437052727,
,,,,,,,,,,,,,,,,,,,,,,623.1843872,0.7427244186,
,,,,,,,,,,,,,,,,,,,,,,622.9630127,0.7433652282,
,,,,,,,,,,,,,,,,,,,,,,622.7783813,0.7435292602,
,,,,,,,,,,,,,,,,,,,,,,622.5938721,0.7435133457,
,,,,,,,,,,,,,,,,,,,,,,622.3723755,0.7433844805,
,,,,,,,,,,,,,,,,,,,,,,622.1878052,0.7446015477,
,,,,,,,,,,,,,,,,,,,,,,621.9662476,0.7439295053,
,,,,,,,,,,,,,,,,,,,,,,621.7817383,0.7442414761,
,,,,,,,,,,,,,,,,,,,,,,621.5601807,0.7446351051,
,,,,,,,,,,,,,,,,,,,,,,621.3756104,0.7423614264,
,,,,,,,,,,,,,,,,,,,,,,621.190918,0.7439545989,
,,,,,,,,,,,,,,,,,,,,,,620.9692993,0.7440634966,
,,,,,,,,,,,,,,,,,,,,,,620.784729,0.7433544397,
,,,,,,,,,,,,,,,,,,,,,,620.5630493,0.7448337674,
,,,,,,,,,,,,,,,,,,,,,,620.378418,0.7456651926,
,,,,,,,,,,,,,,,,,,,,,,620.1937256,0.7446936965,
,,,,,,,,,,,,,,,,,,,,,,619.972168,0.7420234084,
,,,,,,,,,,,,,,,,,,,,,,619.7873535,0.744197011,
,,,,,,,,,,,,,,,,,,,,,,619.5657959,0.745426774,
,,,,,,,,,,,,,,,,,,,,,,619.3809814,0.7438348532,
,,,,,,,,,,,,,,,,,,,,,,619.1593628,0.7455337644,
,,,,,,,,,,,,,,,,,,,,,,618.9746094,0.7452767491,
,,,,,,,,,,,,,,,,,,,,,,618.789856,0.7460728884,
,,,,,,,,,,,,,,,,,,,,,,618.5681152,0.7451010942,
,,,,,,,,,,,,,,,,,,,,,,618.3834229,0.7460830808,
,,,,,,,,,,,,,,,,,,,,,,618.1616211,0.7455103993,
,,,,,,,,,,,,,,,,,,,,,,617.9768677,0.7438567281,
,,,,,,,,,,,,,,,,,,,,,,617.7920532,0.7432312369,
,,,,,,,,,,,,,,,,,,,,,,617.5703125,0.7452440858,
,,,,,,,,,,,,,,,,,,,,,,617.385498,0.7432359457,
,,,,,,,,,,,,,,,,,,,,,,617.1636963,0.7455855012,
,,,,,,,,,,,,,,,,,,,,,,616.9788208,0.7460312247,
,,,,,,,,,,,,,,,,,,,,,,616.7940063,0.7442343235,
,,,,,,,,,,,,,,,,,,,,,,616.5721436,0.744787395,
,,,,,,,,,,,,,,,,,,,,,,616.3873291,0.744129777,
,,,,,,,,,,,,,,,,,,,,,,616.1654053,0.7464731336,
,,,,,,,,,,,,,,,,,,,,,,615.9805298,0.7466519475,
,,,,,,,,,,,,,,,,,,,,,,615.758667,0.7452709675,
,,,,,,,,,,,,,,,,,,,,,,615.5737915,0.7462193966,
,,,,,,,,,,,,,,,,,,,,,,615.3887939,0.7444986105,
,,,,,,,,,,,,,,,,,,,,,,615.1668701,0.7465005517,
,,,,,,,,,,,,,,,,,,,,,,614.9819336,0.7452102304,
,,,,,,,,,,,,,,,,,,,,,,614.7600098,0.7447808981,
,,,,,,,,,,,,,,,,,,,,,,614.5750122,0.7437377572,
,,,,,,,,,,,,,,,,,,,,,,614.3900757,0.7474241853,
,,,,,,,,,,,,,,,,,,,,,,614.1680908,0.7434968948,
,,,,,,,,,,,,,,,,,,,,,,613.9830933,0.7438183427,
,,,,,,,,,,,,,,,,,,,,,,613.7610474,0.7430950403,
,,,,,,,,,,,,,,,,,,,,,,613.5760498,0.7439228892,
,,,,,,,,,,,,,,,,,,,,,,613.3910522,0.7446540594,
,,,,,,,,,,,,,,,,,,,,,,613.1689453,0.7439391613,
,,,,,,,,,,,,,,,,,,,,,,612.9840088,0.7442538142,
,,,,,,,,,,,,,,,,,,,,,,612.7618408,0.7423221469,
,,,,,,,,,,,,,,,,,,,,,,612.5768433,0.745118916,
,,,,,,,,,,,,,,,,,,,,,,612.3917236,0.745659709,
,,,,,,,,,,,,,,,,,,,,,,612.1696777,0.7463536263,
,,,,,,,,,,,,,,,,,,,,,,611.9844971,0.7446953654,
,,,,,,,,,,,,,,,,,,,,,,611.7625122,0.7441638708,
,,,,,,,,,,,,,,,,,,,,,,611.5773315,0.744689405,
,,,,,,,,,,,,,,,,,,,,,,611.3922729,0.7444705367,
,,,,,,,,,,,,,,,,,,,,,,611.1700439,0.7427194118,
,,,,,,,,,,,,,,,,,,,,,,610.9849243,0.7437848449,
,,,,,,,,,,,,,,,,,,,,,,610.7627563,0.744023025,
,,,,,,,,,,,,,,,,,,,,,,610.5775757,0.7400119305,
,,,,,,,,,,,,,,,,,,,,,,610.392395,0.7386236787,
,,,,,,,,,,,,,,,,,,,,,,610.170166,0.7401388288,
,,,,,,,,,,,,,,,,,,,,,,609.9849854,0.7413297296,
,,,,,,,,,,,,,,,,,,,,,,609.7627563,0.7396876216,
,,,,,,,,,,,,,,,,,,,,,,609.5775146,0.7421773672,
,,,,,,,,,,,,,,,,,,,,,,609.392395,0.7422682643,
,,,,,,,,,,,,,,,,,,,,,,609.1700439,0.7420645952,
,,,,,,,,,,,,,,,,,,,,,,608.9848022,0.7431441545,
,,,,,,,,,,,,,,,,,,,,,,608.7625122,0.7436197996,
,,,,,,,,,,,,,,,,,,,,,,608.5772705,0.7429854274,
,,,,,,,,,,,,,,,,,,,,,,608.3919678,0.7439851761,
,,,,,,,,,,,,,,,,,,,,,,608.1696777,0.7452733517,
,,,,,,,,,,,,,,,,,,,,,,607.984314,0.744466424,
,,,,,,,,,,,,,,,,,,,,,,607.7620239,0.7447863817,
,,,,,,,,,,,,,,,,,,,,,,607.5766602,0.7460663915,
,,,,,,,,,,,,,,,,,,,,,,607.3913574,0.7461708784,
,,,,,,,,,,,,,,,,,,,,,,607.1689453,0.7468805909,
,,,,,,,,,,,,,,,,,,,,,,606.9836426,0.7470447421,
,,,,,,,,,,,,,,,,,,,,,,606.7611694,0.7466823459,
,,,,,,,,,,,,,,,,,,,,,,606.5758667,0.7452611923,
,,,,,,,,,,,,,,,,,,,,,,606.3905029,0.7463586926,
,,,,,,,,,,,,,,,,,,,,,,606.1679688,0.7432783842,
,,,,,,,,,,,,,,,,,,,,,,605.982666,0.7434165478,
,,,,,,,,,,,,,,,,,,,,,,605.7601318,0.7423040867,
,,,,,,,,,,,,,,,,,,,,,,605.5747681,0.7440476418,
,,,,,,,,,,,,,,,,,,,,,,605.3893433,0.7402254939,
,,,,,,,,,,,,,,,,,,,,,,605.1668091,0.745387435,
,,,,,,,,,,,,,,,,,,,,,,604.9813232,0.7381852269,
,,,,,,,,,,,,,,,,,,,,,,604.7588501,0.7398895025,
,,,,,,,,,,,,,,,,,,,,,,604.5733643,0.7423715591,
,,,,,,,,,,,,,,,,,,,,,,604.3878784,0.7370521426,
,,,,,,,,,,,,,,,,,,,,,,604.1653442,0.7424675226,
,,,,,,,,,,,,,,,,,,,,,,603.9797974,0.7429919243,
,,,,,,,,,,,,,,,,,,,,,,603.7943726,0.7407100201,
,,,,,,,,,,,,,,,,,,,,,,603.5717163,0.7434388399,
,,,,,,,,,,,,,,,,,,,,,,603.3861694,0.7426214218,
,,,,,,,,,,,,,,,,,,,,,,603.1635742,0.7434265614,
,,,,,,,,,,,,,,,,,,,,,,602.9780273,0.7438275218,
,,,,,,,,,,,,,,,,,,,,,,602.7924805,0.7451475263,
,,,,,,,,,,,,,,,,,,,,,,602.5698242,0.7447436452,
,,,,,,,,,,,,,,,,,,,,,,602.3842773,0.7448124886,
,,,,,,,,,,,,,,,,,,,,,,602.1615601,0.7455896735,
,,,,,,,,,,,,,,,,,,,,,,601.9760132,0.7448393703,
,,,,,,,,,,,,,,,,,,,,,,601.7903442,0.7445496321,
,,,,,,,,,,,,,,,,,,,,,,601.567688,0.7433641553,
,,,,,,,,,,,,,,,,,,,,,,601.382019,0.7446852922,
,,,,,,,,,,,,,,,,,,,,,,601.1593018,0.7432811856,
,,,,,,,,,,,,,,,,,,,,,,600.9736328,0.7451229095,
,,,,,,,,,,,,,,,,,,,,,,600.7880249,0.7447955012,
,,,,,,,,,,,,,,,,,,,,,,600.5651855,0.744168818,
,,,,,,,,,,,,,,,,,,,,,,600.3795776,0.7427332997,
,,,,,,,,,,,,,,,,,,,,,,600.1939087,0.7452340722,
,,,,,,,,,,,,,,,,,,,,,,599.9710693,0.7481411695,
,,,,,,,,,,,,,,,,,,,,,,599.7854004,0.744915545,
,,,,,,,,,,,,,,,,,,,,,,599.562561,0.7466475964,
,,,,,,,,,,,,,,,,,,,,,,599.3768311,0.7479326725,
,,,,,,,,,,,,,,,,,,,,,,599.1911011,0.74699229,
,,,,,,,,,,,,,,,,,,,,,,598.9682617,0.7466153502,
,,,,,,,,,,,,,,,,,,,,,,598.7825317,0.7478211522,
,,,,,,,,,,,,,,,,,,,,,,598.5595703,0.7473422885,
,,,,,,,,,,,,,,,,,,,,,,598.3739014,0.7462717891,
,,,,,,,,,,,,,,,,,,,,,,598.1880493,0.7455494404,
,,,,,,,,,,,,,,,,,,,,,,597.96521,0.7424154878,
,,,,,,,,,,,,,,,,,,,,,,597.7793579,0.7427527905,
,,,,,,,,,,,,,,,,,,,,,,597.5935669,0.7433829308,
,,,,,,,,,,,,,,,,,,,,,,597.3705444,0.7424567938,
,,,,,,,,,,,,,,,,,,,,,,597.1847534,0.7437449694,
,,,,,,,,,,,,,,,,,,,,,,596.961731,0.7450441718,
,,,,,,,,,,,,,,,,,,,,,,596.7759399,0.7453731894,
,,,,,,,,,,,,,,,,,,,,,,596.5900879,0.7455050945,
,,,,,,,,,,,,,,,,,,,,,,596.3670654,0.745509088,
,,,,,,,,,,,,,,,,,,,,,,596.1811523,0.7476000786,
,,,,,,,,,,,,,,,,,,,,,,595.9580688,0.7434808016,
,,,,,,,,,,,,,,,,,,,,,,595.7722168,0.7464358807,
,,,,,,,,,,,,,,,,,,,,,,595.5863647,0.7456146479,
,,,,,,,,,,,,,,,,,,,,,,595.3632813,0.7445232868,
,,,,,,,,,,,,,,,,,,,,,,595.1773071,0.7456857562,
,,,,,,,,,,,,,,,,,,,,,,594.991394,0.7462363243,
,,,,,,,,,,,,,,,,,,,,,,594.7683105,0.7427073717,
,,,,,,,,,,,,,,,,,,,,,,594.5823364,0.7469489574,
,,,,,,,,,,,,,,,,,,,,,,594.3591309,0.7450116277,
,,,,,,,,,,,,,,,,,,,,,,594.1732788,0.7432127595,
,,,,,,,,,,,,,,,,,,,,,,593.9873047,0.7458211184,
,,,,,,,,,,,,,,,,,,,,,,593.7640381,0.7465323806,
,,,,,,,,,,,,,,,,,,,,,,593.578125,0.7473941445,
,,,,,,,,,,,,,,,,,,,,,,593.3920898,0.7467460632,
,,,,,,,,,,,,,,,,,,,,,,593.1688843,0.7443765998,
,,,,,,,,,,,,,,,,,,,,,,592.9828491,0.7463151217,
,,,,,,,,,,,,,,,,,,,,,,592.7595825,0.7455382347,
,,,,,,,,,,,,,,,,,,,,,,592.5735474,0.7455665469,
,,,,,,,,,,,,,,,,,,,,,,592.3875732,0.7454967499,
,,,,,,,,,,,,,,,,,,,,,,592.1642456,0.7455884814,
,,,,,,,,,,,,,,,,,,,,,,591.9782104,0.7467175126,
,,,,,,,,,,,,,,,,,,,,,,591.7921143,0.7464169264,
,,,,,,,,,,,,,,,,,,,,,,591.5687866,0.7467337251,
,,,,,,,,,,,,,,,,,,,,,,591.3826904,0.7464162707,
,,,,,,,,,,,,,,,,,,,,,,591.1593628,0.7463033795,
,,,,,,,,,,,,,,,,,,,,,,590.9732666,0.7471654415,
,,,,,,,,,,,,,,,,,,,,,,590.7871704,0.7448995113,
,,,,,,,,,,,,,,,,,,,,,,590.5637817,0.7464290857,
,,,,,,,,,,,,,,,,,,,,,,590.3775635,0.7458004355,
,,,,,,,,,,,,,,,,,,,,,,590.1914673,0.7460546494,
,,,,,,,,,,,,,,,,,,,,,,589.9680176,0.7453276515,
,,,,,,,,,,,,,,,,,,,,,,589.7818604,0.7450200915,
,,,,,,,,,,,,,,,,,,,,,,589.5584717,0.7449774146,
,,,,,,,,,,,,,,,,,,,,,,589.3722534,0.742631197,
,,,,,,,,,,,,,,,,,,,,,,589.1860962,0.741563201,
,,,,,,,,,,,,,,,,,,,,,,588.9625854,0.7433831096,
